Mouse ID,Drug Regimen,Sex,Age_months,Weight (g),Timepoint,Tumor Volume (mm3),Metastatic Sites
h531,Ceftamin,Male,5,27,0,45.0,0
h531,Ceftamin,Male,5,27,5,47.784681799999994,0
i386,Infubinol,Female,23,29,0,45.0,0
i386,Infubinol,Female,23,29,5,46.85369669,1
i386,Infubinol,Female,23,29,10,49.86154739,2
i386,Infubinol,Female,23,29,15,51.73656088,2
i386,Infubinol,Female,23,29,20,55.08772445,2
i386,Infubinol,Female,23,29,25,56.68786392,3
i386,Infubinol,Female,23,29,30,59.13364029,3
i386,Infubinol,Female,23,29,35,64.92542037,3
i386,Infubinol,Female,23,29,40,67.28962147,4
i477,Placebo,Female,3,30,0,45.0,0
i477,Placebo,Female,3,30,5,46.65738471,0
i477,Placebo,Female,3,30,10,47.52063206,0
i635,Propriva,Male,21,26,0,45.0,0
i635,Propriva,Male,21,26,5,47.23593715,0
i635,Propriva,Male,21,26,10,48.68575605,1
i635,Propriva,Male,21,26,15,49.53689775,1
i635,Propriva,Male,21,26,20,51.87706189,1
i635,Propriva,Male,21,26,25,52.92882323,1
i635,Propriva,Male,21,26,30,53.5970382,2
i635,Propriva,Male,21,26,35,55.67999656,2
i635,Propriva,Male,21,26,40,56.84243514,3
i635,Propriva,Male,21,26,45,58.63340414,3
i669,Placebo,Female,18,27,0,45.0,0
i669,Placebo,Female,18,27,5,46.76466824,1
i669,Placebo,Female,18,27,10,48.2816334,1
i669,Placebo,Female,18,27,15,48.857600700000006,1
i669,Placebo,Female,18,27,20,50.87369027,1
i669,Placebo,Female,18,27,25,53.30318455,2
i901,Stelasyn,Male,23,29,0,45.0,0
i901,Stelasyn,Male,23,29,5,46.49302392,0
i901,Stelasyn,Male,23,29,10,50.42124982,0
i901,Stelasyn,Male,23,29,15,51.41964239,0
i901,Stelasyn,Male,23,29,20,55.97440502,0
i901,Stelasyn,Male,23,29,25,56.575194999999994,0
i901,Stelasyn,Male,23,29,30,60.59185755,0
i901,Stelasyn,Male,23,29,35,62.12733561,0
i901,Stelasyn,Male,23,29,40,64.30345451,0
i901,Stelasyn,Male,23,29,45,65.34181087,0
j235,Placebo,Male,6,30,0,45.0,0
j235,Placebo,Male,6,30,5,46.58881978,0
j235,Placebo,Male,6,30,10,48.01878792,1
j235,Placebo,Male,6,30,15,51.16113815,1
j235,Placebo,Male,6,30,20,52.94290169,1
j296,Ceftamin,Female,24,30,0,45.0,0
j296,Ceftamin,Female,24,30,5,46.79925591,1
j296,Ceftamin,Female,24,30,10,48.52997762,2
j296,Ceftamin,Female,24,30,15,50.70127959,2
j296,Ceftamin,Female,24,30,20,54.00534209,3
j296,Ceftamin,Female,24,30,25,55.76714817,3
j296,Ceftamin,Female,24,30,30,56.80306121,3
j296,Ceftamin,Female,24,30,35,58.71448296,3
j296,Ceftamin,Female,24,30,40,60.07268848,3
j296,Ceftamin,Female,24,30,45,61.84902336,3
j365,Zoniferol,Male,24,28,0,45.0,0
j365,Zoniferol,Male,24,28,5,46.7112611,0
j365,Zoniferol,Male,24,28,10,48.34932028,0
j365,Zoniferol,Male,24,28,15,49.58826336,0
j365,Zoniferol,Male,24,28,20,50.93935278,1
j365,Zoniferol,Male,24,28,25,51.810320399999995,1
j365,Zoniferol,Male,24,28,30,54.40488176,1
j365,Zoniferol,Male,24,28,35,56.96120016,2
j365,Zoniferol,Male,24,28,40,62.32717066,2
j365,Zoniferol,Male,24,28,45,64.29408493,2
j755,Naftisol,Male,23,27,0,45.0,0
j755,Naftisol,Male,23,27,5,47.24284357,0
j755,Naftisol,Male,23,27,10,48.16706083,0
j755,Naftisol,Male,23,27,15,51.45397391,0
j755,Naftisol,Male,23,27,20,55.49660753,1
j755,Naftisol,Male,23,27,25,58.05581822,1
j755,Naftisol,Male,23,27,30,60.00720978,1
j755,Naftisol,Male,23,27,35,62.7328576,1
j755,Naftisol,Male,23,27,40,67.2077103,1
j755,Naftisol,Male,23,27,45,69.56362076,1
j984,Stelasyn,Female,2,30,0,45.0,0
j984,Stelasyn,Female,2,30,5,48.41072109,1
j984,Stelasyn,Female,2,30,10,50.14108401,1
j984,Stelasyn,Female,2,30,15,51.16675687,1
j984,Stelasyn,Female,2,30,20,54.37251567,1
j984,Stelasyn,Female,2,30,25,57.06435479,1
j984,Stelasyn,Female,2,30,30,61.24050573,1
j984,Stelasyn,Female,2,30,35,64.05539896,1
j984,Stelasyn,Female,2,30,40,67.77708036,1
j984,Stelasyn,Female,2,30,45,70.65383162,1
k210,Ceftamin,Male,15,28,0,45.0,0
k210,Ceftamin,Male,15,28,5,47.91899771,0
k210,Ceftamin,Male,15,28,10,49.37993231,0
k210,Ceftamin,Male,15,28,15,51.07355752,0
k210,Ceftamin,Male,15,28,20,51.99761855,0
k210,Ceftamin,Male,15,28,25,54.61397279,0
k210,Ceftamin,Male,15,28,30,59.98950976,1
k210,Ceftamin,Male,15,28,35,63.32933023,1
k210,Ceftamin,Male,15,28,40,66.62283628,2
k210,Ceftamin,Male,15,28,45,68.92318457,3
k382,Ketapril,Male,22,29,0,45.0,0
k382,Ketapril,Male,22,29,5,46.27499735,1
k382,Ketapril,Male,22,29,10,50.18096763,1
k382,Ketapril,Male,22,29,15,54.42916821,1
k382,Ketapril,Male,22,29,20,57.82435071,2
k382,Ketapril,Male,22,29,25,59.50390392,3
k382,Ketapril,Male,22,29,30,63.46944155,4
k382,Ketapril,Male,22,29,35,66.07918483,4
k382,Ketapril,Male,22,29,40,67.42095521,4
k382,Ketapril,Male,22,29,45,73.71561899999999,4
k483,Infubinol,Female,20,30,0,45.0,0
k483,Infubinol,Female,20,30,5,46.61105571,0
k483,Infubinol,Female,20,30,10,50.29604123,1
k483,Infubinol,Female,20,30,15,53.24445813,1
k483,Infubinol,Female,20,30,20,54.77896052,1
k483,Infubinol,Female,20,30,25,57.43200731,2
k483,Infubinol,Female,20,30,30,59.74707708,2
k483,Infubinol,Female,20,30,35,60.54156159,2
k483,Infubinol,Female,20,30,40,64.13872489,3
k483,Infubinol,Female,20,30,45,66.19691151,3
k510,Stelasyn,Female,8,27,0,45.0,0
k510,Stelasyn,Female,8,27,5,46.608467100000006,0
k510,Stelasyn,Female,8,27,10,47.65824979999999,1
k510,Stelasyn,Female,8,27,15,49.687051700000005,1
k510,Stelasyn,Female,8,27,20,52.10557382,1
k603,Propriva,Male,2,27,0,45.0,0
k603,Propriva,Male,2,27,5,46.04211582,0
k603,Propriva,Male,2,27,10,46.60694676,0
k603,Propriva,Male,2,27,15,48.775285499999995,0
k603,Propriva,Male,2,27,20,50.18010935,0
k754,Zoniferol,Female,8,26,0,45.0,0
k754,Zoniferol,Female,8,26,5,45.7277604,0
k754,Zoniferol,Female,8,26,10,49.74611666,0
k754,Zoniferol,Female,8,26,15,51.32356994,0
k754,Zoniferol,Female,8,26,20,52.69342276,1
k804,Infubinol,Female,23,29,0,45.0,0
k804,Infubinol,Female,23,29,5,48.26620364,0
k804,Infubinol,Female,23,29,10,49.47124419,0
k804,Infubinol,Female,23,29,15,50.47761824,0
k804,Infubinol,Female,23,29,20,54.48451945,0
k804,Infubinol,Female,23,29,25,55.67480798,1
k804,Infubinol,Female,23,29,30,59.24061511,2
k804,Infubinol,Female,23,29,35,62.11727887,2
k862,Stelasyn,Female,13,25,0,45.0,0
k862,Stelasyn,Female,13,25,5,49.20305786,0
k862,Stelasyn,Female,13,25,10,50.52355007,1
k862,Stelasyn,Female,13,25,15,54.47453362,1
k862,Stelasyn,Female,13,25,20,57.05784818,1
k862,Stelasyn,Female,13,25,25,58.7192973,2
k862,Stelasyn,Female,13,25,30,60.60543979,3
k862,Stelasyn,Female,13,25,35,66.58072244,3
k862,Stelasyn,Female,13,25,40,67.57134128,4
k862,Stelasyn,Female,13,25,45,69.29914907,4
k894,Zoniferol,Female,13,29,0,45.0,0
k894,Zoniferol,Female,13,29,5,47.64568674,0
k894,Zoniferol,Female,13,29,10,49.27287011,1
k894,Zoniferol,Female,13,29,15,49.987765700000004,1
k894,Zoniferol,Female,13,29,20,50.98163936,1
k894,Zoniferol,Female,13,29,25,52.32583833,2
k894,Zoniferol,Female,13,29,30,54.40012279,3
k894,Zoniferol,Female,13,29,35,55.36266238,4
k894,Zoniferol,Female,13,29,40,58.64705616,4
k894,Zoniferol,Female,13,29,45,60.75270417,4
l215,Propriva,Male,10,29,0,45.0,0
l215,Propriva,Male,10,29,5,49.48194935,1
l215,Propriva,Male,10,29,10,53.653969599999996,1
l264,Ketapril,Female,15,30,0,45.0,0
l264,Ketapril,Female,15,30,5,46.66876646,0
l264,Ketapril,Female,15,30,10,50.65958094,0
l471,Ceftamin,Female,7,28,0,45.0,0
l471,Ceftamin,Female,7,28,5,46.25187204,0
l471,Ceftamin,Female,7,28,10,48.18206306,0
l471,Ceftamin,Female,7,28,15,49.40687901,0
l471,Ceftamin,Female,7,28,20,52.22832698,0
l471,Ceftamin,Female,7,28,25,52.84755893,1
l471,Ceftamin,Female,7,28,30,58.09360446,1
l471,Ceftamin,Female,7,28,35,61.40599916,1
l471,Ceftamin,Female,7,28,40,63.84485785,1
l471,Ceftamin,Female,7,28,45,67.74866174,1
l490,Ceftamin,Male,24,26,0,45.0,0
l490,Ceftamin,Male,24,26,5,45.61253918,1
l490,Ceftamin,Male,24,26,10,47.25960594,1
l490,Ceftamin,Male,24,26,15,50.52481268,1
l490,Ceftamin,Male,24,26,20,51.90544699,1
l490,Ceftamin,Male,24,26,25,55.81003359,2
l490,Ceftamin,Male,24,26,30,57.91838132,3
l558,Ceftamin,Female,13,30,0,45.0,0
l558,Ceftamin,Female,13,30,5,45.80908882,0
l558,Ceftamin,Female,13,30,10,46.78453491,0
l661,Ceftamin,Male,18,26,0,45.0,0
l661,Ceftamin,Male,18,26,5,46.26879904,0
l661,Ceftamin,Male,18,26,10,49.68361956,0
l661,Ceftamin,Male,18,26,15,50.94754484,1
l661,Ceftamin,Male,18,26,20,52.61749003,1
l661,Ceftamin,Male,18,26,25,53.18065678,2
l661,Ceftamin,Male,18,26,30,55.32909936,2
l661,Ceftamin,Male,18,26,35,56.47412871,2
l661,Ceftamin,Male,18,26,40,59.20566876,3
l661,Ceftamin,Male,18,26,45,59.85195552,3
l700,Naftisol,Female,18,27,0,45.0,0
l700,Naftisol,Female,18,27,5,45.91837165,0
l700,Naftisol,Female,18,27,10,47.01356652,1
l700,Naftisol,Female,18,27,15,49.04022529,1
l700,Naftisol,Female,18,27,20,50.73476811,1
l700,Naftisol,Female,18,27,25,54.23450181,1
l700,Naftisol,Female,18,27,30,56.653215,1
l700,Naftisol,Female,18,27,35,61.46260354,1
l700,Naftisol,Female,18,27,40,62.98667798,1
l700,Naftisol,Female,18,27,45,63.94664044,1
l725,Naftisol,Female,8,26,0,45.0,0
l725,Naftisol,Female,8,26,5,48.73631881,1
l725,Naftisol,Female,8,26,10,50.82391154,2
l725,Naftisol,Female,8,26,15,54.24456268,2
l725,Naftisol,Female,8,26,20,59.61515479999999,2
l725,Naftisol,Female,8,26,25,65.00882889,2
l725,Naftisol,Female,8,26,30,66.59954515,3
l725,Naftisol,Female,8,26,35,69.12570173,3
l725,Naftisol,Female,8,26,40,73.69349382,3
l725,Naftisol,Female,8,26,45,76.66881742,3
l733,Ceftamin,Female,4,30,0,45.0,0
l733,Ceftamin,Female,4,30,5,46.17422627,0
l733,Ceftamin,Female,4,30,10,48.35495154,0
l733,Ceftamin,Female,4,30,15,49.28519504,0
l733,Ceftamin,Female,4,30,20,53.24431157,1
l733,Ceftamin,Female,4,30,25,54.95166826,1
l733,Ceftamin,Female,4,30,30,56.31906537,1
l733,Ceftamin,Female,4,30,35,57.60079774,1
l733,Ceftamin,Female,4,30,40,59.44350649999999,1
l733,Ceftamin,Female,4,30,45,64.29983003,1
l872,Placebo,Male,19,30,0,45.0,0
m133,Naftisol,Female,2,26,0,45.0,0
m133,Naftisol,Female,2,26,5,46.62130127,0
m133,Naftisol,Female,2,26,10,47.50333803,0
m133,Naftisol,Female,2,26,15,48.6652074,1
m133,Naftisol,Female,2,26,20,52.63688249,1
m133,Naftisol,Female,2,26,25,54.08243662,2
m269,Stelasyn,Female,22,28,0,45.0,0
m269,Stelasyn,Female,22,28,5,49.011180100000004,0
m269,Stelasyn,Female,22,28,10,50.86013006,0
m269,Stelasyn,Female,22,28,15,55.9053436,0
m269,Stelasyn,Female,22,28,20,61.14586638,0
m269,Stelasyn,Female,22,28,25,64.89301976,0
m269,Stelasyn,Female,22,28,30,67.71250988,1
m269,Stelasyn,Female,22,28,35,68.68991735,1
m269,Stelasyn,Female,22,28,40,70.21464419,1
m269,Stelasyn,Female,22,28,45,75.12368955,1
m331,Zoniferol,Female,19,26,0,45.0,0
m331,Zoniferol,Female,19,26,5,45.52301371,1
m331,Zoniferol,Female,19,26,10,47.64687735,1
m331,Zoniferol,Female,19,26,15,52.11008758,1
m550,Ketapril,Male,18,28,0,45.0,0
m550,Ketapril,Male,18,28,5,49.05409736,1
m550,Ketapril,Male,18,28,10,50.54803457,2
m550,Ketapril,Male,18,28,15,51.16606544,3
m550,Ketapril,Male,18,28,20,53.75794476,3
m550,Ketapril,Male,18,28,25,57.62068237,4
m550,Ketapril,Male,18,28,30,60.85654272,4
m550,Ketapril,Male,18,28,35,62.53915386,4
m550,Ketapril,Male,18,28,40,68.21072019,4
m550,Ketapril,Male,18,28,45,69.25350312,4
m650,Ketapril,Male,15,27,0,45.0,0
m650,Ketapril,Male,15,27,5,48.56249492,1
m650,Ketapril,Male,15,27,10,50.96899763,1
m650,Ketapril,Male,15,27,15,53.14955933,1
m650,Ketapril,Male,15,27,20,56.777938799999994,2
m650,Ketapril,Male,15,27,25,62.253596900000005,2
m650,Ketapril,Male,15,27,30,64.90188755,3
m650,Ketapril,Male,15,27,35,69.26574681,4
m650,Ketapril,Male,15,27,40,70.79706787,4
m650,Ketapril,Male,15,27,45,73.90139912,4
m756,Infubinol,Male,19,30,0,45.0,0
m756,Infubinol,Male,19,30,5,47.01036401,1
n304,Naftisol,Male,9,26,0,45.0,0
n304,Naftisol,Male,9,26,5,46.43121629,0
n304,Naftisol,Male,9,26,10,47.20125097,0
n304,Naftisol,Male,9,26,15,48.47797895,0
n304,Naftisol,Male,9,26,20,49.25330863,1
n304,Naftisol,Male,9,26,25,53.97085924,2
n304,Naftisol,Male,9,26,30,55.03901985,3
n304,Naftisol,Male,9,26,35,57.12241926,4
n304,Naftisol,Male,9,26,40,59.83050667,4
n304,Naftisol,Male,9,26,45,63.58639514,4
n482,Propriva,Female,4,29,0,45.0,0
n630,Propriva,Female,15,29,0,45.0,0
n630,Propriva,Female,15,29,5,46.09909969,0
n671,Infubinol,Male,18,25,0,45.0,0
n671,Infubinol,Male,18,25,5,47.35388938,0
n671,Infubinol,Male,18,25,10,51.03935653,0
n671,Infubinol,Male,18,25,15,54.21606411,0
n671,Infubinol,Male,18,25,20,54.82252091,0
n671,Infubinol,Male,18,25,25,56.17445785,0
n671,Infubinol,Male,18,25,30,60.16518046,0
n678,Propriva,Male,5,29,0,45.0,0
n678,Propriva,Male,5,29,5,47.55428429,0
n678,Propriva,Male,5,29,10,49.14570866,1
n763,Placebo,Female,16,25,0,45.0,0
n763,Placebo,Female,16,25,5,46.08598142,0
n763,Placebo,Female,16,25,10,46.81731526,1
n763,Placebo,Female,16,25,15,47.79809961,1
n763,Placebo,Female,16,25,20,49.25812581,1
n763,Placebo,Female,16,25,25,53.40587053,2
n763,Placebo,Female,16,25,30,55.41365961,3
n763,Placebo,Female,16,25,35,57.38241296,3
n763,Placebo,Female,16,25,40,58.01114583,4
n923,Ketapril,Male,19,30,0,45.0,0
n923,Ketapril,Male,19,30,5,45.82488099,0
n923,Ketapril,Male,19,30,10,48.79194986,1
n923,Ketapril,Male,19,30,15,51.73870623,1
n923,Ketapril,Male,19,30,20,52.59920611,1
n923,Ketapril,Male,19,30,25,56.85546498,2
n923,Ketapril,Male,19,30,30,59.63256052,3
n923,Ketapril,Male,19,30,35,60.35629432,3
n923,Ketapril,Male,19,30,40,66.22960554,3
n967,Zoniferol,Male,11,27,0,45.0,0
n967,Zoniferol,Male,11,27,5,46.07719173,1
n967,Zoniferol,Male,11,27,10,47.47172327,1
n967,Zoniferol,Male,11,27,15,49.82500362,1
o287,Ceftamin,Male,2,28,0,45.0,0
o287,Ceftamin,Male,2,28,5,45.58680362,0
o287,Ceftamin,Male,2,28,10,47.36020084,1
o287,Ceftamin,Male,2,28,15,48.67945261,1
o287,Ceftamin,Male,2,28,20,50.85614078,2
o287,Ceftamin,Male,2,28,25,52.06848642,3
o287,Ceftamin,Male,2,28,30,54.50300122,3
o287,Ceftamin,Male,2,28,35,55.11829029,4
o287,Ceftamin,Male,2,28,40,57.1971929,4
o287,Ceftamin,Male,2,28,45,59.74190064,4
o302,Placebo,Female,2,29,0,45.0,0
o302,Placebo,Female,2,29,5,48.93701188,0
o302,Placebo,Female,2,29,10,49.70144989,0
o302,Placebo,Female,2,29,15,51.38148886,0
o302,Placebo,Female,2,29,20,56.17761143,0
o302,Placebo,Female,2,29,25,60.51710253,0
o302,Placebo,Female,2,29,30,62.03059364,1
o331,Ketapril,Male,24,30,0,45.0,0
o331,Ketapril,Male,24,30,5,47.05966408,1
o331,Ketapril,Male,24,30,10,50.12845481,1
o331,Ketapril,Male,24,30,15,54.78976769,1
o331,Ketapril,Male,24,30,20,58.96572043,1
o331,Ketapril,Male,24,30,25,61.10230575,1
o331,Ketapril,Male,24,30,30,66.33066347,1
o331,Ketapril,Male,24,30,35,70.12623754,2
o331,Ketapril,Male,24,30,40,71.44774251,3
o331,Ketapril,Male,24,30,45,78.56701362,4
o523,Propriva,Female,6,25,0,45.0,0
o523,Propriva,Female,6,25,5,45.54470008,0
o523,Propriva,Female,6,25,10,47.0810859,1
o562,Propriva,Female,4,25,0,45.0,0
o562,Propriva,Female,4,25,5,46.51495016,1
o562,Propriva,Female,4,25,10,47.14767002,1
o562,Propriva,Female,4,25,15,51.50508551,1
o562,Propriva,Female,4,25,20,53.61686347,1
o562,Propriva,Female,4,25,25,54.74273316,1
o562,Propriva,Female,4,25,30,59.65352453,1
o562,Propriva,Female,4,25,35,65.36076742,1
o562,Propriva,Female,4,25,40,71.17246321,1
o562,Propriva,Female,4,25,45,72.45542116,2
o725,Naftisol,Male,4,26,0,45.0,0
o725,Naftisol,Male,4,26,5,46.88982098,0
o725,Naftisol,Male,4,26,10,48.199452,0
o725,Naftisol,Male,4,26,15,50.01507902,1
o795,Placebo,Female,20,26,0,45.0,0
o795,Placebo,Female,20,26,5,46.76092721,1
o795,Placebo,Female,20,26,10,51.1237037,1
o795,Placebo,Female,20,26,15,55.88633793,2
o795,Placebo,Female,20,26,20,60.61005916,3
o795,Placebo,Female,20,26,25,65.74177723,4
o795,Placebo,Female,20,26,30,68.21706974,4
o795,Placebo,Female,20,26,35,69.08509415,4
o795,Placebo,Female,20,26,40,70.26647887,4
o795,Placebo,Female,20,26,45,73.05945435,4
o809,Infubinol,Male,3,25,0,45.0,0
o809,Infubinol,Male,3,25,5,46.87724316,0
o809,Infubinol,Male,3,25,10,48.6707318,0
o809,Infubinol,Male,3,25,15,49.68344504,1
o809,Infubinol,Male,3,25,20,50.33655288,1
o809,Infubinol,Male,3,25,25,52.31817407,1
o809,Infubinol,Male,3,25,30,54.832628799999995,1
o809,Infubinol,Male,3,25,35,55.62942846,1
o813,Infubinol,Male,24,28,0,45.0,0
o813,Infubinol,Male,24,28,5,45.69933088,0
o848,Stelasyn,Female,14,27,0,45.0,0
o926,Zoniferol,Male,15,29,0,45.0,0
o926,Zoniferol,Male,15,29,5,46.76116373,0
o926,Zoniferol,Male,15,29,10,47.56567364,1
o926,Zoniferol,Male,15,29,15,48.25424839,1
o926,Zoniferol,Male,15,29,20,51.82663825,2
o926,Zoniferol,Male,15,29,25,54.76333852,3
o926,Zoniferol,Male,15,29,30,56.91739838,3
o926,Zoniferol,Male,15,29,35,58.59399318,3
o926,Zoniferol,Male,15,29,40,59.90304448,3
o926,Zoniferol,Male,15,29,45,62.32796606,4
o973,Ketapril,Female,11,29,0,45.0,0
o973,Ketapril,Female,11,29,5,46.71787727,0
o973,Ketapril,Female,11,29,10,48.24579043,0
o973,Ketapril,Female,11,29,15,49.87193582,0
o973,Ketapril,Female,11,29,20,51.956993100000005,1
o973,Ketapril,Female,11,29,25,53.17981471,1
o973,Ketapril,Female,11,29,30,57.76995952,1
o973,Ketapril,Female,11,29,35,60.24221931,1
o973,Ketapril,Female,11,29,40,64.48781246,2
p136,Zoniferol,Female,5,28,0,45.0,0
p136,Zoniferol,Female,5,28,5,49.27397096,0
p136,Zoniferol,Female,5,28,10,50.90789028,0
p136,Zoniferol,Female,5,28,15,51.99141616,1
p136,Zoniferol,Female,5,28,20,54.91379857,1
p136,Zoniferol,Female,5,28,25,56.28147652,1
p136,Zoniferol,Female,5,28,30,57.05280546,1
p136,Zoniferol,Female,5,28,35,57.63078195,1
p136,Zoniferol,Female,5,28,40,61.38024887,1
p136,Zoniferol,Female,5,28,45,63.48869678,2
p189,Ketapril,Male,8,28,0,45.0,0
p189,Ketapril,Male,8,28,5,49.04870704,1
p189,Ketapril,Male,8,28,10,51.58216168,2
p189,Ketapril,Male,8,28,15,53.6755415,2
p189,Ketapril,Male,8,28,20,56.53020447,3
p189,Ketapril,Male,8,28,25,62.10895956,3
p189,Ketapril,Male,8,28,30,67.10453665,4
p189,Ketapril,Male,8,28,35,67.87377675,4
p189,Ketapril,Male,8,28,40,74.10609077,4
p189,Ketapril,Male,8,28,45,75.2949359,4
p310,Propriva,Male,6,26,0,45.0,0
p310,Propriva,Male,6,26,5,46.55853236,1
p310,Propriva,Male,6,26,10,48.66560668,1
p310,Propriva,Male,6,26,15,49.77074144,1
p310,Propriva,Male,6,26,20,54.20518054,1
p310,Propriva,Male,6,26,25,55.34183416,2
p387,Stelasyn,Male,3,30,0,45.0,0
p387,Stelasyn,Male,3,30,5,48.66763075,0
p387,Stelasyn,Male,3,30,10,53.36296294,0
p387,Stelasyn,Male,3,30,15,55.25138033,0
p387,Stelasyn,Male,3,30,20,56.58761679999999,0
p387,Stelasyn,Male,3,30,25,58.09848946,0
p387,Stelasyn,Male,3,30,30,63.26924552,0
p387,Stelasyn,Male,3,30,35,66.4922038,1
p387,Stelasyn,Male,3,30,40,69.03887618,1
p438,Ceftamin,Female,11,26,0,45.0,0
p438,Ceftamin,Female,11,26,5,46.82793418,0
p438,Ceftamin,Female,11,26,10,50.51749789,0
p438,Ceftamin,Female,11,26,15,52.19836818,0
p438,Ceftamin,Female,11,26,20,52.90529861,0
p438,Ceftamin,Female,11,26,25,54.51057493,0
p438,Ceftamin,Female,11,26,30,56.40642173,0
p438,Ceftamin,Female,11,26,35,57.53855546,1
p438,Ceftamin,Female,11,26,40,59.30528806,1
p438,Ceftamin,Female,11,26,45,61.43389223,1
p981,Stelasyn,Male,20,29,0,45.0,0
p981,Stelasyn,Male,20,29,5,47.00062717,0
p981,Stelasyn,Male,20,29,10,47.54584585,0
p981,Stelasyn,Male,20,29,15,49.65770973,0
p981,Stelasyn,Male,20,29,20,50.35806947,0
p981,Stelasyn,Male,20,29,25,52.5447048,1
p981,Stelasyn,Male,20,29,30,56.33910432,1
p981,Stelasyn,Male,20,29,35,59.13102297,1
q119,Ketapril,Male,17,30,0,45.0,0
q119,Ketapril,Male,17,30,5,47.86444,0
q119,Ketapril,Male,17,30,10,51.23660557,0
q132,Infubinol,Female,1,30,0,45.0,0
q132,Infubinol,Female,1,30,5,46.7163985,1
q132,Infubinol,Female,1,30,10,47.95384377,2
q132,Infubinol,Female,1,30,15,49.15974862,3
q132,Infubinol,Female,1,30,20,51.90902494,4
q132,Infubinol,Female,1,30,25,52.78048929999999,4
q132,Infubinol,Female,1,30,30,54.65654872,4
q483,Ceftamin,Male,6,26,0,45.0,0
q483,Ceftamin,Male,6,26,5,46.77681624,1
q483,Ceftamin,Male,6,26,10,47.8391005,1
q483,Ceftamin,Male,6,26,15,48.4684826,1
q483,Ceftamin,Male,6,26,20,50.239855799999994,1
q483,Ceftamin,Male,6,26,25,52.43006649,1
q483,Ceftamin,Male,6,26,30,54.95222585,1
q483,Ceftamin,Male,6,26,35,59.25348433,1
q483,Ceftamin,Male,6,26,40,64.19234114,1
q511,Zoniferol,Female,2,28,0,45.0,0
q511,Zoniferol,Female,2,28,5,45.83265378,0
q511,Zoniferol,Female,2,28,10,50.31164687,0
q511,Zoniferol,Female,2,28,15,52.13308139,0
q511,Zoniferol,Female,2,28,20,52.67271205,0
q511,Zoniferol,Female,2,28,25,57.25758287,0
q511,Zoniferol,Female,2,28,30,59.3643535,1
