Mouse ID,Drug Regimen,Sex,Age_months,Weight (g),Timepoint,Tumor Volume (mm3),Metastatic Sites
q511,Zoniferol,Female,2,28,35,60.83866059,1
q511,Zoniferol,Female,2,28,40,63.19442807,2
q511,Zoniferol,Female,2,28,45,68.61106075,3
q582,Placebo,Male,5,30,0,45.0,0
q582,Placebo,Male,5,30,5,45.95539895,1
q582,Placebo,Male,5,30,10,47.01357514,1
q582,Placebo,Male,5,30,15,48.32264018,2
q582,Placebo,Male,5,30,20,51.18597648,2
q582,Placebo,Male,5,30,25,51.96821056,2
q582,Placebo,Male,5,30,30,52.64889350000001,2
q582,Placebo,Male,5,30,35,53.71315792,2
q633,Zoniferol,Male,12,25,0,45.0,0
q633,Zoniferol,Male,12,25,5,47.18380215,0
q633,Zoniferol,Male,12,25,10,49.00186559,0
q633,Zoniferol,Male,12,25,15,50.583557299999995,1
q633,Zoniferol,Male,12,25,20,53.28728681,1
q633,Zoniferol,Male,12,25,25,55.6831017,1
q633,Zoniferol,Male,12,25,30,58.05725257,1
q633,Zoniferol,Male,12,25,35,63.1256593,1
q633,Zoniferol,Male,12,25,40,68.49863876,2
q633,Zoniferol,Male,12,25,45,70.82779631,2
q787,Placebo,Male,17,27,0,45.0,0
q787,Placebo,Male,17,27,5,47.11661587,0
q787,Placebo,Male,17,27,10,48.59386234,1
q787,Placebo,Male,17,27,15,49.21773243,2
q787,Placebo,Male,17,27,20,50.22993419,2
q787,Placebo,Male,17,27,25,52.71318786,2
q787,Placebo,Male,17,27,30,55.03620625,2
q787,Placebo,Male,17,27,35,60.33385242,3
q787,Placebo,Male,17,27,40,62.0341267,3
q787,Placebo,Male,17,27,45,66.09647477,3
r107,Propriva,Female,2,28,0,45.0,0
r107,Propriva,Female,2,28,5,48.51342027,0
r107,Propriva,Female,2,28,10,49.18601052,0
r107,Propriva,Female,2,28,15,53.09033546,0
r107,Propriva,Female,2,28,20,55.263858400000004,0
r107,Propriva,Female,2,28,25,57.70666715,1
r107,Propriva,Female,2,28,30,58.40647256,1
r157,Capomulin,Male,22,25,0,45.0,0
r157,Capomulin,Male,22,25,5,45.59706359,0
r157,Capomulin,Male,22,25,10,46.05960827,0
r157,Capomulin,Male,22,25,15,46.53920617,0
r604,Naftisol,Male,7,30,0,45.0,0
r604,Naftisol,Male,7,30,5,47.06774448,1
r604,Naftisol,Male,7,30,10,48.78655957,1
r604,Naftisol,Male,7,30,15,51.07452073,1
r604,Naftisol,Male,7,30,20,51.90275292,1
r604,Naftisol,Male,7,30,25,52.93685812,1
r604,Naftisol,Male,7,30,30,54.68821536,2
r604,Naftisol,Male,7,30,35,59.21700015,2
r604,Naftisol,Male,7,30,40,60.18611531,2
r604,Naftisol,Male,7,30,45,62.67075904,3
r701,Naftisol,Male,21,25,0,45.0,0
r701,Naftisol,Male,21,25,5,46.88697137,0
r701,Naftisol,Male,21,25,10,49.65459636,0
r701,Naftisol,Male,21,25,15,52.48480443,0
r701,Naftisol,Male,21,25,20,54.11413742,0
r701,Naftisol,Male,21,25,25,57.89848998,1
r701,Naftisol,Male,21,25,30,60.34181872,1
r701,Naftisol,Male,21,25,35,64.73001045,1
r701,Naftisol,Male,21,25,40,66.64072178,1
r701,Naftisol,Male,21,25,45,69.77854407,1
r850,Placebo,Male,5,30,0,45.0,0
r850,Placebo,Male,5,30,5,46.86291194,0
r850,Placebo,Male,5,30,10,48.51509085,1
r850,Placebo,Male,5,30,15,50.21860469,1
s121,Infubinol,Male,23,26,0,45.0,0
s121,Infubinol,Male,23,26,5,45.63566174,1
s121,Infubinol,Male,23,26,10,49.04883479,1
s121,Infubinol,Male,23,26,15,50.82456031,2
s121,Infubinol,Male,23,26,20,52.0050659,2
s121,Infubinol,Male,23,26,25,55.65068132,2
s141,Propriva,Male,8,25,0,45.0,0
s141,Propriva,Male,8,25,5,45.83113434,0
s141,Propriva,Male,8,25,10,47.23569156,0
s141,Propriva,Male,8,25,15,49.23234538,1
s141,Propriva,Male,8,25,20,51.6216457,1
s141,Propriva,Male,8,25,25,53.80437038,1
s141,Propriva,Male,8,25,30,55.84141007,1
s152,Placebo,Female,4,30,0,45.0,0
s152,Placebo,Female,4,30,5,47.459052899999996,1
s152,Placebo,Female,4,30,10,52.1816442,2
s152,Placebo,Female,4,30,15,57.22498064,2
s152,Placebo,Female,4,30,20,62.35160945,2
s152,Placebo,Female,4,30,25,64.11914213,2
s166,Placebo,Male,19,27,0,45.0,0
s166,Placebo,Male,19,27,5,47.18678778,0
s166,Placebo,Male,19,27,10,49.00012468,0
s187,Propriva,Male,22,25,0,45.0,0
s187,Propriva,Male,22,25,5,47.57671761,1
s187,Propriva,Male,22,25,10,48.14635121,1
s187,Propriva,Male,22,25,15,52.08163225,1
s187,Propriva,Male,22,25,20,53.74473406,1
s187,Propriva,Male,22,25,25,56.48521984,1
s187,Propriva,Male,22,25,30,60.00878263,2
s337,Zoniferol,Male,14,27,0,45.0,0
s337,Zoniferol,Male,14,27,5,46.84985157,0
s337,Zoniferol,Male,14,27,10,47.8944415,0
s337,Zoniferol,Male,14,27,15,48.57151582,0
s337,Zoniferol,Male,14,27,20,49.20205408,1
s337,Zoniferol,Male,14,27,25,50.9706889,2
s337,Zoniferol,Male,14,27,30,52.74771768,3
s337,Zoniferol,Male,14,27,35,54.81081251,3
s337,Zoniferol,Male,14,27,40,56.99481589,4
s337,Zoniferol,Male,14,27,45,62.10965102,4
s565,Stelasyn,Female,3,29,0,45.0,0
s565,Stelasyn,Female,3,29,5,48.24255218,0
s565,Stelasyn,Female,3,29,10,52.77752710000001,0
s565,Stelasyn,Female,3,29,15,54.32831664,1
s565,Stelasyn,Female,3,29,20,57.04618912,1
s565,Stelasyn,Female,3,29,25,58.55361079,1
s565,Stelasyn,Female,3,29,30,63.66896678,1
s565,Stelasyn,Female,3,29,35,64.77657909,2
s565,Stelasyn,Female,3,29,40,67.22100698,2
s565,Stelasyn,Female,3,29,45,72.58896447,2
s619,Stelasyn,Male,22,30,0,45.0,0
s619,Stelasyn,Male,22,30,5,46.60226878,0
t198,Propriva,Male,22,26,0,45.0,0
t198,Propriva,Male,22,26,5,47.46126052,0
t198,Propriva,Male,22,26,10,49.00080978,1
t198,Propriva,Male,22,26,15,49.781180799999994,2
t198,Propriva,Male,22,26,20,51.49073998,3
t198,Propriva,Male,22,26,25,56.18466399,3
t198,Propriva,Male,22,26,30,56.92497431,3
t198,Propriva,Male,22,26,35,57.73594116,3
t198,Propriva,Male,22,26,40,59.12995997,4
t198,Propriva,Male,22,26,45,64.91136268,4
t451,Stelasyn,Male,8,29,0,45.0,0
t451,Stelasyn,Male,8,29,5,48.04713882,0
t451,Stelasyn,Male,8,29,10,48.95791906,0
t451,Stelasyn,Male,8,29,15,49.65278772,0
t451,Stelasyn,Male,8,29,20,51.06367793,0
t451,Stelasyn,Male,8,29,25,55.52755345,0
t451,Stelasyn,Male,8,29,30,59.27582268,0
t451,Stelasyn,Male,8,29,35,63.75698964,0
t451,Stelasyn,Male,8,29,40,67.65479599,1
t451,Stelasyn,Male,8,29,45,68.7116302,1
t573,Ceftamin,Female,15,27,0,45.0,0
t718,Placebo,Female,10,30,0,45.0,0
t718,Placebo,Female,10,30,5,45.92125272,1
t718,Placebo,Female,10,30,10,46.39268805,1
t718,Placebo,Female,10,30,15,48.08512552,1
t718,Placebo,Female,10,30,20,52.6367,2
t718,Placebo,Female,10,30,25,55.87658787,3
t718,Placebo,Female,10,30,30,57.70411372,3
t718,Placebo,Female,10,30,35,60.46389851,3
t718,Placebo,Female,10,30,40,61.530398899999994,3
t718,Placebo,Female,10,30,45,63.42369517,4
t724,Naftisol,Female,2,25,0,45.0,0
t724,Naftisol,Female,2,25,5,46.35925829,0
t724,Naftisol,Female,2,25,10,50.70389965,0
t724,Naftisol,Female,2,25,15,55.58461724,0
t724,Naftisol,Female,2,25,20,57.22940914,0
t724,Naftisol,Female,2,25,25,59.82606797,1
t724,Naftisol,Female,2,25,30,64.2345947,2
t724,Naftisol,Female,2,25,35,67.74432795,2
t724,Naftisol,Female,2,25,40,69.72832559,2
t724,Naftisol,Female,2,25,45,75.11328801,2
t994,Placebo,Male,14,30,0,45.0,0
t994,Placebo,Male,14,30,5,47.891487100000006,0
t994,Placebo,Male,14,30,10,52.614163500000004,1
t994,Placebo,Male,14,30,15,53.45863887,1
t994,Placebo,Male,14,30,20,56.52795159,1
u149,Ceftamin,Male,24,29,0,45.0,0
u149,Ceftamin,Male,24,29,5,45.79206792,0
u149,Ceftamin,Male,24,29,10,47.40483439,0
u149,Ceftamin,Male,24,29,15,48.52237343,0
u149,Ceftamin,Male,24,29,20,50.37805789,0
u149,Ceftamin,Male,24,29,25,52.92534846,0
u153,Ceftamin,Female,11,25,0,45.0,0
u327,Ketapril,Male,17,25,0,45.0,0
u327,Ketapril,Male,17,25,5,45.69418805,0
u327,Ketapril,Male,17,25,10,49.23525948,0
u327,Ketapril,Male,17,25,15,50.65996437,0
u327,Ketapril,Male,17,25,20,53.18987907,0
u327,Ketapril,Male,17,25,25,56.05963409,0
u327,Ketapril,Male,17,25,30,57.31407239,0
u327,Ketapril,Male,17,25,35,58.08902837,1
u327,Ketapril,Male,17,25,40,60.46654541,1
u327,Ketapril,Male,17,25,45,66.26880133,2
u946,Propriva,Male,5,30,0,45.0,0
u946,Propriva,Male,5,30,5,45.9918078,1
u946,Propriva,Male,5,30,10,46.73050592,1
u946,Propriva,Male,5,30,15,47.67302921,1
u946,Propriva,Male,5,30,20,49.11004966,1
v199,Naftisol,Female,17,29,0,45.0,0
v289,Ketapril,Female,3,26,0,45.0,0
v289,Ketapril,Female,3,26,5,46.20446003,0
v289,Ketapril,Female,3,26,10,48.13348207,0
v289,Ketapril,Female,3,26,15,52.60216564,0
v289,Ketapril,Female,3,26,20,54.25005397,0
v289,Ketapril,Female,3,26,25,56.72009545,0
v295,Naftisol,Female,2,27,0,45.0,0
v295,Naftisol,Female,2,27,5,46.11181797,1
v295,Naftisol,Female,2,27,10,47.53946216,2
v295,Naftisol,Female,2,27,15,50.66605391,2
v295,Naftisol,Female,2,27,20,55.73137535,3
v295,Naftisol,Female,2,27,25,57.69185918,3
v295,Naftisol,Female,2,27,30,59.33377202,3
v295,Naftisol,Female,2,27,35,61.89315267,3
v295,Naftisol,Female,2,27,40,65.46607444,3
v339,Infubinol,Male,20,26,0,45.0,0
v339,Infubinol,Male,20,26,5,46.25011212,0
v409,Placebo,Female,16,25,0,45.0,0
v409,Placebo,Female,16,25,5,46.22079642,0
v409,Placebo,Female,16,25,10,50.64903842,1
v603,Ketapril,Female,22,30,0,45.0,0
v603,Ketapril,Female,22,30,5,46.01600593,0
v603,Ketapril,Female,22,30,10,47.8305568,0
v603,Ketapril,Female,22,30,15,52.10294744,0
v603,Ketapril,Female,22,30,20,53.72124193,0
v603,Ketapril,Female,22,30,25,56.07523001,1
v603,Ketapril,Female,22,30,30,57.99055378,1
v603,Ketapril,Female,22,30,35,63.18943184,1
v719,Infubinol,Female,17,30,0,45.0,0
v719,Infubinol,Female,17,30,5,47.18836325,0
v719,Infubinol,Female,17,30,10,51.49705412,1
v719,Infubinol,Female,17,30,15,52.60910758,1
v719,Infubinol,Female,17,30,20,54.04860769,1
v764,Stelasyn,Female,5,30,0,45.0,0
v764,Stelasyn,Female,5,30,5,47.05418474,0
v764,Stelasyn,Female,5,30,10,48.18900062,1
v764,Stelasyn,Female,5,30,15,49.41262418,2
v766,Infubinol,Male,16,27,0,45.0,0
v766,Infubinol,Male,16,27,5,48.15125091,1
v766,Infubinol,Male,16,27,10,50.36310988,1
v766,Infubinol,Male,16,27,15,51.54243058,1
v835,Naftisol,Male,7,29,0,45.0,0
v835,Naftisol,Male,7,29,5,47.15601071,0
v835,Naftisol,Male,7,29,10,48.96591797,0
v835,Naftisol,Male,7,29,15,50.54520646,1
v835,Naftisol,Male,7,29,20,51.29654266,2
v989,Placebo,Male,4,25,0,45.0,0
v989,Placebo,Male,4,25,5,48.85813451,0
v989,Placebo,Male,4,25,10,52.61468889,1
v991,Propriva,Female,10,30,0,45.0,0
v991,Propriva,Female,10,30,5,49.21432799,1
v991,Propriva,Female,10,30,10,52.6449057,1
v991,Propriva,Female,10,30,15,54.588591,1
v991,Propriva,Female,10,30,20,57.74069459,2
v991,Propriva,Female,10,30,25,60.01674733,2
v991,Propriva,Female,10,30,30,62.74364308,3
v991,Propriva,Female,10,30,35,63.89531294,4
v991,Propriva,Female,10,30,40,64.8511286,4
v991,Propriva,Female,10,30,45,70.16774899,4
w140,Zoniferol,Female,19,30,0,45.0,0
w140,Zoniferol,Female,19,30,5,47.71795156,0
w151,Ceftamin,Male,24,25,0,45.0,0
w151,Ceftamin,Male,24,25,5,45.54607595,1
w151,Ceftamin,Male,24,25,10,46.50147609,1
w151,Ceftamin,Male,24,25,15,47.24292865,1
w151,Ceftamin,Male,24,25,20,49.55426295,2
w151,Ceftamin,Male,24,25,25,51.869058700000004,2
w151,Ceftamin,Male,24,25,30,56.76715821,2
w151,Ceftamin,Male,24,25,35,58.33914095,2
w151,Ceftamin,Male,24,25,40,62.18795039,2
w151,Ceftamin,Male,24,25,45,67.52748237,3
w167,Placebo,Female,6,28,0,45.0,0
w167,Placebo,Female,6,28,5,48.78627194,0
w167,Placebo,Female,6,28,10,51.82640965,0
w167,Placebo,Female,6,28,15,53.90048909,0
w167,Placebo,Female,6,28,20,57.54815669,0
w167,Placebo,Female,6,28,25,61.86857673,0
w167,Placebo,Female,6,28,30,67.19787186,0
w167,Placebo,Female,6,28,35,68.13428817,0
w193,Infubinol,Male,22,30,0,45.0,0
w193,Infubinol,Male,22,30,5,45.49385802,0
w193,Infubinol,Male,22,30,10,48.34655046,0
w193,Infubinol,Male,22,30,15,49.38557373,0
w193,Infubinol,Male,22,30,20,50.00513807,0
w350,Propriva,Male,7,26,0,45.0,0
w350,Propriva,Male,7,26,5,48.23211311,0
w350,Propriva,Male,7,26,10,48.89955238,0
w350,Propriva,Male,7,26,15,50.8546323,1
w350,Propriva,Male,7,26,20,52.13232061,1
w350,Propriva,Male,7,26,25,52.80591518,1
w350,Propriva,Male,7,26,30,55.87990896,1
w350,Propriva,Male,7,26,35,56.68355758,1
w350,Propriva,Male,7,26,40,62.32434769,2
w350,Propriva,Male,7,26,45,64.95756185,2
w422,Ketapril,Female,18,26,0,45.0,0
w422,Ketapril,Female,18,26,5,48.45745927,0
w422,Ketapril,Female,18,26,10,49.93597024,0
w422,Ketapril,Female,18,26,15,52.24630985,0
w422,Ketapril,Female,18,26,20,53.67624336,1
w422,Ketapril,Female,18,26,25,56.95791715,2
w422,Ketapril,Female,18,26,30,60.09663467,3
w422,Ketapril,Female,18,26,35,61.40961994,4
w422,Ketapril,Female,18,26,40,63.07258467,4
w422,Ketapril,Female,18,26,45,67.98953001,4
w540,Stelasyn,Female,8,26,0,45.0,0
w540,Stelasyn,Female,8,26,5,45.88537038,1
w540,Stelasyn,Female,8,26,10,47.45906658,1
w540,Stelasyn,Female,8,26,15,48.25014636,2
w540,Stelasyn,Female,8,26,20,50.67272745,2
w540,Stelasyn,Female,8,26,25,52.60026955,2
w575,Zoniferol,Female,16,28,0,45.0,0
w575,Zoniferol,Female,16,28,5,48.91385977,1
w575,Zoniferol,Female,16,28,10,50.13595547,1
w575,Zoniferol,Female,16,28,15,50.86745176,1
w575,Zoniferol,Female,16,28,20,55.5918155,1
w575,Zoniferol,Female,16,28,25,58.58732169,1
w575,Zoniferol,Female,16,28,30,60.15306524,1
w575,Zoniferol,Female,16,28,35,63.68644503,2
w575,Zoniferol,Female,16,28,40,64.93840621,3
w575,Zoniferol,Female,16,28,45,68.40128593,3
w584,Infubinol,Male,3,29,0,45.0,0
w584,Infubinol,Male,3,29,5,46.05193075,0
w584,Infubinol,Male,3,29,10,47.29850794,0
w584,Infubinol,Male,3,29,15,51.26543971,0
w584,Infubinol,Male,3,29,20,53.32350743,1
w584,Infubinol,Male,3,29,25,55.65083791,1
w584,Infubinol,Male,3,29,30,58.26844248,1
w697,Stelasyn,Female,14,30,0,45.0,0
w697,Stelasyn,Female,14,30,5,48.30182261,1
w697,Stelasyn,Female,14,30,10,48.925056,2
w697,Stelasyn,Female,14,30,15,52.65726519,2
w697,Stelasyn,Female,14,30,20,54.22809098,3
w697,Stelasyn,Female,14,30,25,57.610394299999996,3
w697,Stelasyn,Female,14,30,30,60.72063591,3
w697,Stelasyn,Female,14,30,35,63.68904216,3
w746,Propriva,Male,1,26,0,45.0,0
w746,Propriva,Male,1,26,5,49.45327005,0
x111,Propriva,Female,24,27,0,45.0,0
x111,Propriva,Female,24,27,5,46.94101498,1
x111,Propriva,Female,24,27,10,49.12296898,1
x209,Propriva,Female,7,29,0,45.0,0
x209,Propriva,Female,7,29,5,46.75426887,0
x209,Propriva,Female,7,29,10,48.92989543,0
x226,Ceftamin,Male,23,28,0,45.0,0
x264,Naftisol,Female,21,27,0,45.0,0
x264,Naftisol,Female,21,27,5,47.0384145,0
x264,Naftisol,Female,21,27,10,47.88712765,1
x264,Naftisol,Female,21,27,15,50.00231403,1
x264,Naftisol,Female,21,27,20,53.07426973,1
x264,Naftisol,Female,21,27,25,56.89105283,2
x264,Naftisol,Female,21,27,30,58.15869423,3
x264,Naftisol,Female,21,27,35,61.29960778,4
x264,Naftisol,Female,21,27,40,63.28328821,4
x336,Naftisol,Female,4,29,0,45.0,0
x402,Stelasyn,Male,21,28,0,45.0,0
x402,Stelasyn,Male,21,28,5,46.32757027,1
x402,Stelasyn,Male,21,28,10,46.88696249,1
x402,Stelasyn,Male,21,28,15,49.11994779999999,1
x402,Stelasyn,Male,21,28,20,50.41475041,2
x402,Stelasyn,Male,21,28,25,52.43173664,2
x402,Stelasyn,Male,21,28,30,54.35158463,3
x402,Stelasyn,Male,21,28,35,55.24096223,3
x402,Stelasyn,Male,21,28,40,56.69172294,3
x402,Stelasyn,Male,21,28,45,61.61960615,3
x581,Ceftamin,Female,19,28,0,45.0,0
x581,Ceftamin,Female,19,28,5,47.1969266,0
x581,Ceftamin,Female,19,28,10,49.06702788,1
x581,Ceftamin,Female,19,28,15,49.74642744,2
x581,Ceftamin,Female,19,28,20,51.20796943,3
x581,Ceftamin,Female,19,28,25,51.93528318,3
x581,Ceftamin,Female,19,28,30,55.49282602,3
x581,Ceftamin,Female,19,28,35,58.07758293,3
x581,Ceftamin,Female,19,28,40,60.28040549,3
x581,Ceftamin,Female,19,28,45,64.63494887,3
x613,Zoniferol,Female,2,29,0,45.0,0
x613,Zoniferol,Female,2,29,5,46.09704058,0
x613,Zoniferol,Female,2,29,10,46.81817589999999,0
x613,Zoniferol,Female,2,29,15,48.0776464,0
x773,Placebo,Female,21,30,0,45.0,0
x773,Placebo,Female,21,30,5,45.8508307,1
x773,Placebo,Female,21,30,10,47.18920597,2
x773,Placebo,Female,21,30,15,47.67123558,3
x773,Placebo,Female,21,30,20,49.739712899999994,3
x773,Placebo,Female,21,30,25,51.10442109,3
x773,Placebo,Female,21,30,30,52.81311518,4
x773,Placebo,Female,21,30,35,55.19273639,4
x773,Placebo,Female,21,30,40,55.98767551,4
x773,Placebo,Female,21,30,45,58.63497149,4
x822,Ceftamin,Male,3,29,0,45.0,0
x822,Ceftamin,Male,3,29,5,45.67110442,1
x822,Ceftamin,Male,3,29,10,48.98371668,1
x822,Ceftamin,Male,3,29,15,49.69466533,1
x822,Ceftamin,Male,3,29,20,51.91490968,2
x822,Ceftamin,Male,3,29,25,54.04133326,2
x822,Ceftamin,Male,3,29,30,55.44515483,2
x822,Ceftamin,Male,3,29,35,56.79656665,2
x822,Ceftamin,Male,3,29,40,59.55568466,2
x822,Ceftamin,Male,3,29,45,61.38666032,3
x930,Naftisol,Male,13,26,0,45.0,0
x930,Naftisol,Male,13,26,5,46.07823375,0
x930,Naftisol,Male,13,26,10,50.26069441,0
x930,Naftisol,Male,13,26,15,51.97376864,0
x930,Naftisol,Male,13,26,20,52.55606575,0
x930,Naftisol,Male,13,26,25,53.72610129999999,0
y163,Infubinol,Female,17,27,0,45.0,0
y163,Infubinol,Female,17,27,5,48.28497016,0
y163,Infubinol,Female,17,27,10,49.112399100000005,1
y163,Infubinol,Female,17,27,15,51.52306843,1
y163,Infubinol,Female,17,27,20,54.57107607,1
y163,Infubinol,Female,17,27,25,56.17638452,1
y163,Infubinol,Female,17,27,30,59.41253724,2
y163,Infubinol,Female,17,27,35,61.73019562,2
y163,Infubinol,Female,17,27,40,63.62067958,2
y163,Infubinol,Female,17,27,45,67.68556862,3
y260,Ketapril,Female,7,25,0,45.0,0
y260,Ketapril,Female,7,25,5,46.79983867,0
y260,Ketapril,Female,7,25,10,48.08180678,1
y260,Ketapril,Female,7,25,15,50.19615224,2
y260,Ketapril,Female,7,25,20,50.72958174,3
y260,Ketapril,Female,7,25,25,54.43756172,4
y260,Ketapril,Female,7,25,30,58.58267634,4
y260,Ketapril,Female,7,25,35,59.60355821,4
y260,Ketapril,Female,7,25,40,60.91417627,4
y260,Ketapril,Female,7,25,45,62.90944062,4
y478,Placebo,Female,3,25,0,45.0,0
y478,Placebo,Female,3,25,5,48.64107818,1
y478,Placebo,Female,3,25,10,52.28893409,1
y478,Placebo,Female,3,25,15,53.61040585,1
y478,Placebo,Female,3,25,20,56.84885016,1
y478,Placebo,Female,3,25,25,57.82697598,1
y478,Placebo,Female,3,25,30,59.37461452,1
y478,Placebo,Female,3,25,35,61.88802678,1
y478,Placebo,Female,3,25,40,65.97112017,1
y478,Placebo,Female,3,25,45,66.84263453,1
y601,Naftisol,Female,23,25,0,45.0,0
y601,Naftisol,Female,23,25,5,48.47500273,1
y769,Ceftamin,Female,6,27,0,45.0,0
y769,Ceftamin,Female,6,27,5,46.42265176,1
y769,Ceftamin,Female,6,27,10,48.01516261,1
y769,Ceftamin,Female,6,27,15,52.76102114,2
y769,Ceftamin,Female,6,27,20,55.02572434,2
y769,Ceftamin,Female,6,27,25,58.33595901,3
y769,Ceftamin,Female,6,27,30,61.07194886,3
y769,Ceftamin,Female,6,27,35,63.43063221,3
y769,Ceftamin,Female,6,27,40,64.25102761,4
y769,Ceftamin,Female,6,27,45,68.59474498,4
y865,Ceftamin,Male,23,26,0,45.0,0
y865,Ceftamin,Male,23,26,5,46.73500592,1
y865,Ceftamin,Male,23,26,10,49.52273955,1
y865,Ceftamin,Male,23,26,15,50.80651856,1
y865,Ceftamin,Male,23,26,20,52.36198241,1
y865,Ceftamin,Male,23,26,25,57.17353846,2
y865,Ceftamin,Male,23,26,30,59.0332753,3
y865,Ceftamin,Male,23,26,35,61.15313991,3
y865,Ceftamin,Male,23,26,40,63.46954946,3
y865,Ceftamin,Male,23,26,45,64.72983655,3
z234,Naftisol,Female,19,27,0,45.0,0
z234,Naftisol,Female,19,27,5,46.12935706,1
z314,Stelasyn,Female,21,28,0,45.0,0
z314,Stelasyn,Female,21,28,5,45.93471217,0
z435,Propriva,Female,12,26,0,45.0,0
z435,Propriva,Female,12,26,5,47.11597963,0
z435,Propriva,Female,12,26,10,48.71066147,0
z581,Infubinol,Female,24,25,0,45.0,0
z581,Infubinol,Female,24,25,5,49.27309187,1
z581,Infubinol,Female,24,25,10,50.47875016,2
z581,Infubinol,Female,24,25,15,51.1963042,2
z581,Infubinol,Female,24,25,20,51.80794416,2
z581,Infubinol,Female,24,25,25,54.31640682,2
z581,Infubinol,Female,24,25,30,56.28674991,2
z581,Infubinol,Female,24,25,35,58.62839878,3
z581,Infubinol,Female,24,25,40,60.05373963,3
z581,Infubinol,Female,24,25,45,62.75445141,3
z795,Naftisol,Female,13,29,0,45.0,0
z795,Naftisol,Female,13,29,5,46.83347493,0
z795,Naftisol,Female,13,29,10,48.0308039,0
z795,Naftisol,Female,13,29,15,49.36813189,1
z795,Naftisol,Female,13,29,20,53.28065717,1
z795,Naftisol,Female,13,29,25,57.94709984,2
z795,Naftisol,Female,13,29,30,59.78963589999999,2
z795,Naftisol,Female,13,29,35,60.43565416,2
z795,Naftisol,Female,13,29,40,62.37663884,3
z795,Naftisol,Female,13,29,45,65.74107029,3
z969,Naftisol,Male,9,30,0,45.0,0
z969,Naftisol,Male,9,30,5,49.33299873,0
z969,Naftisol,Male,9,30,10,52.65608148,1
z969,Naftisol,Male,9,30,15,54.71300452,2
z969,Naftisol,Male,9,30,20,57.89877823,2
z969,Naftisol,Male,9,30,25,63.14565213,2
z969,Naftisol,Male,9,30,30,65.84101274,3
z969,Naftisol,Male,9,30,35,69.17624607,4
z969,Naftisol,Male,9,30,40,70.31490411,4
z969,Naftisol,Male,9,30,45,73.86784476,4
